name,power_state,guest_os,os_category,ip_address,hostname,vcenter_path,vcenter_url,datacenter,cpus,memory_gb,VI.ENV,VI.LANDSCAPE,VI.OWNER,VI.PURPOSE,VI.TIER,App_Name,Description,Owner,deployment,cmdb_uuid,tags
st1lntesb4353,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.145,st1lntesb4353,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4353,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,4,8.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-e0f5bfc9-7e01-50e9-a601-1878cfe0dc9c,
st1lntesb4354,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.148,st1lntesb4354,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4354,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,4,8.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-ee979234-d4e3-5083-b8e5-096d7932fe71,
st1lntesb4391,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.190,st1lntesb4391,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4391,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,4,12.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-a38a7648-ef1b-5e0d-a469-a41bc67baab2,
st1lntesb4392,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.193,st1lntesb4392,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4392,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,8.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-a443a782-6cfb-5a6d-81fe-244fda754a31,
st1lntesb4395,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.195,st1lntesb4395,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4395,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,8.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-cf8f9ca2-a9fb-52d0-9d1a-36244e838b55,
st1lntesb4396,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.194,st1lntesb4396,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4396,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,8.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-5171d3e1-921a-58b6-bbba-2225bebea31a,
st1lntesb4569,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.71,st1lntesb4569,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4569,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,8,32.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-3077fa1c-e4e5-5964-b147-274ae8c45881,
st1lntesb4570,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.72,st1lntesb4570,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4570,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,8,32.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-7daa0902-a1f6-5f15-8de1-c539ed7ec6a6,
st1lntesb4571,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.68,st1lntesb4571,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4571,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,8,32.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-da6b8df6-6584-59f2-b3c0-42610c421ddd,
st1lntesb4572,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.70,st1lntesb4572,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4572,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,8,32.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-193f051c-494e-5bdb-8ad9-132c6cd9845c,
st1lntesb4573,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.67,st1lntesb4573,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4573,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,8,32.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-ad24b025-12e0-5bca-8488-50b5d61cc670,
st1lntesb4574,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.66,st1lntesb4574,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4574,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,8,32.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-bc77adb9-6d38-5df9-8036-274406518124,
st1lntesb4592,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.88,st1lntesb4592,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4592,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,8,32.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-65d6617b-021f-52ad-a29d-6693742afb75,
st1lntesb4593,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.83,st1lntesb4593,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4593,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,8,32.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-7b9a5d94-94a0-5ab9-bab2-904adeeb28ac,
st1lntesb4594,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.90,st1lntesb4594,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4594,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,8,32.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-a2bfa81a-4477-5ade-b69e-86bda11ace43,
st1lntesb4595,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.84,st1lntesb4595,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4595,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,8,32.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-74841228-0bcc-58d1-8173-5eae1032e097,
st1lntesb4596,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.89,st1lntesb4596,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4596,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,8,32.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-e07900b6-a251-5c74-ae4d-3f1c49de6951,
st1lntesb4597,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.86,st1lntesb4597,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4597,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,8,32.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-143037a7-3897-583d-9bc8-e27ce5e98388,
st1lntesb4598,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.87,st1lntesb4598,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4598,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,8,32.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-7936ba22-2a7b-57f9-a7cf-2ce4daa2771e,
st1lntesb4599,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.82,st1lntesb4599,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4599,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,8,32.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-98b7211d-bcdb-52ab-b11c-c2cafd8d52ac,
st1lntesb4600,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.85,st1lntesb4600,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4600,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,4,10.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-b20a72fa-7784-55de-baba-c77558f26fff,
st1lntesb4639,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.97,st1lntesb4639,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4639,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,8,32.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-03fd643e-5d7a-5c75-82e1-4b2995583c2e,
st1lntesb4640,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.105,st1lntesb4640,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4640,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,8,32.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-ca246d57-830d-5bcc-bc36-0b56949e50cf,
st1lntesb4641,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.115,st1lntesb4641,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4641,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,8,32.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-46f9bbb5-2a06-5e13-8048-8874707ca8d9,
st1lntesb4642,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.107,st1lntesb4642,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4642,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,4,8.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-f60255d9-537e-51c3-b84f-0d4e3457dfc1,
st1lntesb4643,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.139,st1lntesb4643,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4643,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,8,32.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-ad739fb5-c23d-5bf1-8fdb-401c1134e775,
st1lntesb4644,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.140,st1lntesb4644,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4644,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,8,32.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-9e33f095-6777-5aed-baca-a4a500fe32c2,
st1lntesb4645,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.138,st1lntesb4645,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4645,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,4,8.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-f2fc43db-6502-5c10-86e6-4dfe6d16fea4,
st1lntesb4880,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.44,st1lntesb4880,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4880,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,4,8.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-9507ec71-38f3-5a30-aacc-7e064b389206,
st1lntesb4881,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.13,st1lntesb4881,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4881,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,4,8.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-eb700d59-7133-5c01-9b2d-1654d0449972,
st1lntesb4882,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.42,st1lntesb4882,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4882,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,4,8.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-0f0f76b4-337f-5333-95e3-b1ec4edae65e,
st1lntesb4883,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.15,st1lntesb4883,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4883,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,4,8.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-7238f766-3b91-5836-99df-3d5b3d7b972e,
st1lntesb4884,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.41,st1lntesb4884,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4884,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,4,8.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-33ecebbc-74b9-5029-b1f1-2752516a5910,
st1lntesb4885,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.14,st1lntesb4885,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4885,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,4,12.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-d8de940f-7b05-5799-a632-c73d832d3e9d,
st1lntesb4886,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.64,st1lntesb4886,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4886,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,8,32.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-259aded2-bc2c-502d-90a1-238eb0555eaf,
st1lntesb4887,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.45,st1lntesb4887,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4887,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,4,8.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-54b736fc-e6cc-52bd-bc7b-d704e9691270,
st1lntesb4888,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.43,st1lntesb4888,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4888,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,4,8.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-49aec307-7ea3-5784-ab66-578b5e3a3ba1,
st1lntesb4889,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.40,st1lntesb4889,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4889,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,4,8.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-df5a2188-70c5-56c3-8ffb-30fe0068e3d8,
st1lntesb4905,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.81,st1lntesb4905,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4905,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,4,8.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-25737211-f460-5c6f-81b9-433db60d57f9,
st1lntesb4988,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.184,st1lntesb4988,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4988,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,8.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-d8d8c774-fbd1-5105-8a4b-fadb1f1472d3,
st1lntesb4989,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.185,st1lntesb4989,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4989,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,8.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-2e5dfa41-69b4-5f78-b22f-29cf323cca68,
st1lntesb4990,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.186,st1lntesb4990,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4990,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,8.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-4cdda076-2a16-5485-8140-2d9e242c66d9,
st1lntesb4991,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.188,st1lntesb4991,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4991,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,8.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-b1617da2-94b3-58a6-97a2-0d8b70d221e5,
st1lntesb4992,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.189,st1lntesb4992,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4992,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,4,12.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-dde3ff62-1567-5426-a8ec-16b73b04e841,
st1lntesb4993,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.192,st1lntesb4993,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4993,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,8.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-f14dfe47-fa99-5c89-8456-76cec81ebc14,
st1lntesb4994,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.187,st1lntesb4994,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4994,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,8.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-6048293f-1964-5d29-aa9c-ba3fc6efa43b,
st1lntesb4995,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.191,st1lntesb4995,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesb4995,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,8.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-21e1d35e-0631-516a-9d27-edaf766e53b9,
st1lntesbdb4355,poweredOn,Oracle Linux 8 (64-bit),linux,,,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesbdb4355,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,8.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-76d0f08a-4a63-5cfa-8853-23f3896b0aad,
st1lntesbdb4575,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.74,st1lntesbdb4575,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesbdb4575,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,8.0,FTA/CFIT,ESB,Shakir Mustafa,Oracle DB,Non-Production,,,,,vmw-vm-2ba2a76c-a2ce-576b-a139-e536935b4621,
st1lntesbdb4603,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.32.93,st1lntesbdb4603,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Esb/Non_prod/st1lntesbdb4603,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,8.0,TRAINING,ESB Training,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-b7adc470-90fe-588f-836c-92fb7fd6b48b,
st1lntets2tdb01,poweredOn,Oracle Linux 7 (64-bit),linux,10.5.16.78,st1lntets2tdb01,/PHX1-THRYV-DC/vm/LINUX_SERVERS/DB/Oracle/Non_prod/st1lntets2tdb01,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,32.0,FTA/CFIT,Finance,Shakir Mustafa,Oracle DB,Non-Production,,,,,vmw-vm-1f95f726-7794-5c75-b8de-2201c1f74289,
st1lntetstdb01,poweredOn,Oracle Linux 7 (64-bit),linux,10.7.189.32,st1lntetstdb01,/PHX1-THRYV-DC/vm/LINUX_SERVERS/DB/Oracle/Non_prod/st1lntetstdb01,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,32.0,TEST,,Shakir Mustafa,Oracle DB,Non-Production,,,,,vmw-vm-f2dd3d92-f25b-57f4-a0ed-2abdce42f8b4,
st1lntfypcat01,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.33.170,st1lntfypcat01,/PHX1-THRYV-DC/vm/TBM/st1lntfypcat01,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,8,32.0,TEST,,Neil Symes,YPCA,Non-Production,,,,,vmw-vm-48b562f4-a65b-5ad3-93b6-30a14ea293cb,
st1lntgump-01,poweredOn,Oracle Linux 9 (64-bit),linux,10.5.106.65,st1lntgump-01.corp.pvt,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/st1lntgump-01,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,4,8.0,TEST,Gump,Michael Mullis,Consumer Search,Non-Production,,,,,vmw-vm-e4b8e134-9c83-5bf1-8880-602fe8a94301,
st1lntgump-11,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.33.81,st1lntgump-11.corp.pvt,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/st1lntgump-11,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,4,8.0,TEST,Gump,Michael Mullis,Consumer Search,Non-Production,,,,,vmw-vm-7d8bf42b-759d-56b9-8090-de042aed7a6f,
st1lntgumptri01,poweredOn,Oracle Linux 9 (64-bit),linux,10.5.33.207,st1lntgumptri01.corp.pvt,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/st1lntgumptri01,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,4,8.0,TEST,Gump,Michael Mullis,Consumer Search,Non-Production,,,,,vmw-vm-8a57c5cb-8a53-5079-b445-d9c5ff50b75b,
st1lnthadoopdb-01,poweredOn,Oracle Linux 7 (64-bit),linux,10.5.33.70,st1lnthadoopdb-01.corp.pvt,/PHX1-THRYV-DC/vm/RETIRED/TO_BE_DECOM/st1lnthadoopdb-01,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,16,64.0,TEST,,Shakir Mustafa,Oracle DB,Non-Production,,,,,vmw-vm-1a5db1aa-b81b-5f9e-a698-925585f7e6be,
st1lnthdpdb01,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.33.172,st1lnthdpdb01.corp.pvt,/PHX1-THRYV-DC/vm/RETIRED/TO_BE_DECOM/st1lnthdpdb01,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,16.0,TEST,,Shakir Mustafa,Oracle DB,Non-Production,,,,,vmw-vm-9b989050-dcf5-571a-b4e1-43cdded281aa,
st1lnthrwt4743,poweredOn,Oracle Linux 7 (64-bit),linux,10.15.5.86,st1lnthrwt4743,/PHX1-THRYV-DC/vm/LINUX_SERVERS/DB/Others/st1lnthrwt4743,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,8.0,TEST,,Shakir Mustafa,Oracle DB,Non-Production,,,,,vmw-vm-c83a187e-001c-5b8b-b6a9-2eba28b5698b,
st1lnticvtdb-01,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.16.140,st1lnticvtdb-01.corp.pvt,/PHX1-THRYV-DC/vm/LINUX_SERVERS/DB/Oraclefeatures/st1lnticvtdb-01,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,4,64.0,TEST,,Shakir Mustafa,Oracle Feat DB,Non-Production,,,,,vmw-vm-bf9bd914-df8e-5df1-b928-5094d74b4b3b,
st1lntintradb01,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.16.91,st1lntintradb01.corp.pvt,/PHX1-THRYV-DC/vm/LINUX_SERVERS/DB/Oracle/Non_prod/st1lntintradb01,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,8.0,TEST,Unknown,Shakir Mustafa,Oracle DB,Non-Production,,,,,vmw-vm-51f46ed7-55e2-5cd0-b51e-d8c840cb6631,
st1lntjenkslv7,poweredOn,Oracle Linux 9 (64-bit),linux,10.5.5.44,st1lntjenkslv7.corp.pvt,/PHX1-THRYV-DC/vm/TBM/st1lntjenkslv7,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,2.0,TEST,,Jason I,Jenkins,Non-Production,jenkslv7-search,,James Martin (jm2123),,vmw-vm-4342928b-2361-5aef-a3c7-2282e1aae0d7,
st1lntjl2912-01,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.33.164,st1lntjl2912-01.corp.pvt,/PHX1-THRYV-DC/vm/LINUX_SERVERS/PERSONAL/st1lntjl2912-01,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,8.0,TEST,Unknown,Joe Lorkowski,Personal,Non-Production,,,,,vmw-vm-e68a7933-48ab-5fab-93fb-9939f8e34baa,
st1lntjm2123-01,poweredOn,Oracle Linux 8 (64-bit),linux,10.5.33.78,st1lntjm2123-01.corp.pvt,/PHX1-THRYV-DC/vm/LINUX_SERVERS/PERSONAL/st1lntjm2123-01,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,4,4.0,TEST,Unknown,James Martin,Personal,Non-Production,,,,,vmw-vm-b77e3adb-1c42-59b7-abb1-7849b4117196,
